,TX HASH,COINBASE,VERSION,VIN,VOUT,SHIELDEDSPEND,SHIELDEDOUT,NS
733105,20cc3be77e,0,4,0,0,1.0,2.0,33931200
733106,a851c79e51,0,4,0,0,1.0,2.0,32625300
733107,3ecae4621f,0,4,0,0,1.0,2.0,31219500
733108,6cc1db7e80,0,4,0,0,1.0,2.0,27974900
733110,ca3c77880f,0,4,0,0,1.0,2.0,29829400
733111,35a31fe72b,0,4,0,0,1.0,2.0,27766400
733112,801a642247,0,4,0,0,1.0,2.0,28140700
733113,669c69e921,0,4,0,0,1.0,2.0,27673000
733114,ec683a76dc,0,4,0,0,1.0,2.0,28308600
733115,a56c0fc6ec,0,4,0,0,1.0,2.0,27686700
733116,10cb309e26,0,4,0,0,1.0,2.0,32858300
733117,ebbd85cd82,0,4,0,0,1.0,2.0,27620700
733119,ca2aeced0c,0,4,0,0,1.0,2.0,28077200
733120,364e65a176,0,4,0,0,1.0,2.0,28277600
733121,9c57692aa5,0,4,0,0,1.0,2.0,30264900
733122,8b12336989,0,4,0,0,1.0,2.0,30275200
733123,2a9e4a1182,0,4,0,0,1.0,2.0,27740200
733124,c408894321,0,4,0,0,1.0,2.0,28090500
733125,e12f80ab8d,0,4,0,0,1.0,2.0,28419400
733126,cfa7fdc4e9,0,4,0,0,1.0,2.0,28899700
733127,bef466fcd3,0,4,0,0,1.0,2.0,27877000
733128,57e198763a,0,4,0,0,1.0,2.0,28716800
733129,1144b57065,0,4,0,0,1.0,2.0,27935700
733130,e7e83f2f7c,0,4,0,0,1.0,2.0,27681600
733131,9da7dbd1ff,0,4,0,0,1.0,2.0,28479400
733132,a454c56167,0,4,0,0,1.0,2.0,29839200
733133,8b0c41ff37,0,4,0,0,1.0,2.0,28488300
733134,74a4e052fa,0,4,0,0,1.0,2.0,28268600
733135,88fdad5592,0,4,0,0,3.0,2.0,46732800
733136,2ebfe4139f,0,4,0,0,3.0,2.0,46169400
733138,c6d7ccb314,0,4,0,0,3.0,2.0,49851500
733139,0d6d87249b,0,4,0,0,3.0,2.0,46075100
733141,f4a687d7b8,0,4,0,0,3.0,2.0,47609100
733143,aab5409288,0,4,0,0,1.0,2.0,32918500
733144,6a95151f53,0,4,0,0,1.0,2.0,29973200
733145,ac19cf38e8,0,4,0,0,1.0,2.0,30607900
733146,fcf5e8aa04,0,4,0,0,1.0,2.0,30699800
733147,b64e1f9f5d,0,4,0,0,1.0,2.0,27407000
733148,f4a8d3a7e8,0,4,0,0,1.0,2.0,27591500
733149,25f92e2a37,0,4,0,0,1.0,2.0,27300700
733150,75e1512efd,0,4,0,0,1.0,2.0,27984200
733151,5c69fd3cb8,0,4,0,0,1.0,2.0,27555100
733152,a5cb29e59a,0,4,0,0,1.0,2.0,27044600
733153,52a39c9af7,0,4,0,0,1.0,2.0,27532800
733154,5cff945c2b,0,4,0,0,1.0,2.0,30198900
733156,6b5f1344f5,0,4,0,0,1.0,2.0,27675800
733157,f3657ec84c,0,4,0,0,1.0,2.0,27152200
733158,9846183bff,0,4,0,0,1.0,2.0,27255100
733159,26e1ab778e,0,4,0,0,1.0,2.0,27442100
733161,fba06e1f2b,0,4,0,0,3.0,2.0,47818700
733163,163f98dc49,0,4,0,0,1.0,2.0,32184900
733164,f5195c26fa,0,4,0,0,1.0,2.0,27958100
733166,5e75bb051c,0,4,0,0,1.0,2.0,29646900
733167,b2d699b955,0,4,0,0,1.0,2.0,28412100
733169,9bd506b659,0,4,0,0,1.0,2.0,29042600
733170,4503a2c0ca,0,4,0,0,1.0,2.0,31612000
733171,32d45842a2,0,4,0,0,1.0,2.0,30167300
733172,25db29789b,0,4,0,0,1.0,2.0,27791300
733173,9e77f20f7c,0,4,0,0,1.0,2.0,33335600
733174,624556b5fd,0,4,0,0,1.0,2.0,34827000
733175,9f038395de,0,4,0,0,1.0,2.0,30825800
733176,463cd949c6,0,4,0,0,1.0,2.0,38863300
733178,46b5cec68c,0,4,0,0,1.0,2.0,36636600
733179,8e7e579d6b,0,4,0,0,1.0,2.0,30109000
733180,f16f77b3f5,0,4,0,0,1.0,2.0,27571200
733181,cbd92c7801,0,4,0,0,1.0,2.0,28823600
733183,b371b15761,0,4,0,0,1.0,2.0,27950600
733184,5dd303efd0,0,4,0,0,1.0,2.0,27719100
733185,5364111d94,0,4,0,0,1.0,2.0,27675100
733186,85c496e11d,0,4,0,0,1.0,2.0,32689600
733188,6f13acf92c,0,4,0,0,1.0,2.0,29731400
733189,0f39ad7f90,0,4,0,0,1.0,2.0,27682000
733191,49f65737ac,0,4,0,0,1.0,2.0,28977700
733192,ca07264d9f,0,4,0,0,1.0,2.0,28142700
733194,4e582621b5,0,4,0,0,1.0,2.0,32565800
733195,2938827c13,0,4,0,0,1.0,2.0,27731400
733196,452e9a4785,0,4,0,0,1.0,2.0,27640500
733197,38c8b978d5,0,4,0,0,1.0,2.0,27513400
733198,75143acf19,0,4,0,0,1.0,2.0,27173700
733199,4be39fc30a,0,4,0,0,1.0,2.0,27195600
733201,4fe959dbc2,0,4,0,0,1.0,2.0,27653400
733202,8cea383667,0,4,0,0,1.0,2.0,28081900
733203,eb06980181,0,4,0,0,1.0,2.0,27302600
733204,63d03aa397,0,4,0,0,1.0,2.0,27582700
733205,b57c546565,0,4,0,0,1.0,2.0,27175800
733206,bfe1f27a59,0,4,0,0,1.0,2.0,27176900
733207,f1e8243a09,0,4,0,0,1.0,2.0,27227600
733208,9cfe2999f8,0,4,0,0,1.0,2.0,27554600
733210,6942876ef2,0,4,0,0,1.0,2.0,28891700
733211,1423a300a7,0,4,0,0,1.0,2.0,28045400
733212,41ad559fae,0,4,0,0,1.0,2.0,27429400
733213,c89ba8cfa1,0,4,0,0,1.0,2.0,31452600
733214,38174c8734,0,4,0,0,1.0,2.0,30528100
733216,24619682df,0,4,0,0,1.0,2.0,36517500
733217,9696d7841f,0,4,0,0,1.0,2.0,37294900
733218,5173da9a43,0,4,0,0,1.0,2.0,30819700
733219,dc688df022,0,4,0,0,2.0,2.0,37750500
733221,438892c351,0,4,0,0,1.0,2.0,28304400
733222,c35da9cfff,0,4,0,0,1.0,2.0,27502700
733223,024d614da0,0,4,0,0,1.0,2.0,28022000
733224,67c31c36d3,0,4,0,0,1.0,2.0,27888600
733225,4c932e811a,0,4,0,0,1.0,2.0,27274100
733226,12edaa65d3,0,4,0,0,1.0,2.0,27881300
733228,3824fe227e,0,4,0,0,1.0,2.0,32264900
733229,105b35587c,0,4,0,0,1.0,2.0,28130300
733230,88d5e2afbb,0,4,0,0,1.0,2.0,28216400
733231,367913446c,0,4,0,0,1.0,2.0,31387700
733232,b579e0f197,0,4,0,0,1.0,2.0,29371400
733233,b0761e65d9,0,4,0,0,1.0,2.0,27618100
733234,4861d9fceb,0,4,0,0,1.0,2.0,28445400
733235,4a90f62dcf,0,4,0,0,1.0,2.0,27500100
733236,9dd554b78d,0,4,0,0,1.0,2.0,27811000
733237,e6efd118a0,0,4,0,0,1.0,2.0,28619700
733238,1890ffe284,0,4,0,0,1.0,2.0,28805000
733239,46d5dd4737,0,4,0,0,1.0,2.0,27718100
733240,03468ee27f,0,4,0,0,1.0,2.0,28275200
733241,e542ad2916,0,4,0,0,1.0,2.0,28010300
733242,da1293c289,0,4,0,0,1.0,2.0,28351000
733244,5cbf47a232,0,4,0,0,3.0,2.0,47345900
733245,9de2f91f48,0,4,0,0,3.0,2.0,47420200
733246,d5082d3aae,0,4,0,0,3.0,2.0,46282800
733248,328f06dda9,0,4,0,0,1.0,2.0,31540100
733249,e6e8f7d61e,0,4,0,0,1.0,2.0,27431500
733250,8c0024f245,0,4,0,0,3.0,2.0,50076400
733252,37f2a10c11,0,4,0,0,1.0,2.0,39172500
733253,f789ab0b61,0,4,0,0,1.0,2.0,31201800
733254,90f9f3965d,0,4,0,0,1.0,2.0,28868500
733255,c3d8b6281e,0,4,0,0,1.0,2.0,27393700
733256,4ecfebe56c,0,4,0,0,1.0,2.0,27671000
733257,37a610756e,0,4,0,0,1.0,2.0,27662000
733259,cbc836e9b6,0,4,0,0,1.0,2.0,27187900
733260,74bf0f3438,0,4,0,0,1.0,2.0,27657100
733261,2c05deea57,0,4,0,0,1.0,2.0,27350000
733262,b609dab8c1,0,4,0,0,1.0,2.0,28053200
733264,63e5ce33e4,0,4,0,0,1.0,2.0,27545700
733265,5506eafc54,0,4,0,0,1.0,2.0,27207200
733267,b63c866c9e,0,4,0,0,1.0,2.0,29773000
733268,86a361474a,0,4,0,0,1.0,2.0,30142800
733270,bc161ed5a1,0,4,0,0,1.0,2.0,37950700
733271,860582a71d,0,4,0,0,1.0,2.0,34607600
733273,22a2f56646,0,4,0,0,1.0,2.0,27635600
733274,42a9df9c28,0,4,0,0,1.0,2.0,27144700
733275,b67cbf9033,0,4,0,0,1.0,2.0,28272300
733276,81e74a0b71,0,4,0,0,1.0,2.0,27728300
733278,49e3ec02e4,0,4,0,0,1.0,2.0,27958600
733279,4b00ace539,0,4,0,0,1.0,2.0,27484900
733281,251e8cb049,0,4,0,0,1.0,2.0,27255600
733282,0e5928b05c,0,4,0,0,1.0,2.0,27278500
733283,2683346db0,0,4,0,0,1.0,2.0,27375200
733284,0b9b989993,0,4,0,0,1.0,2.0,27739900
733286,81e20e83ce,0,4,0,0,1.0,2.0,33201800
733287,cf604433ab,0,4,0,0,1.0,2.0,31541400
733288,5c58bb2af0,0,4,0,0,1.0,2.0,28814600
733289,8d930a81d3,0,4,0,0,1.0,2.0,27759600
733291,bff000346c,0,4,0,0,1.0,2.0,29765600
733292,aeb73fe5c7,0,4,0,0,1.0,2.0,28318500
733294,7c4a561088,0,4,0,0,1.0,2.0,28087000
733295,0d0f937add,0,4,0,0,1.0,2.0,28209600
733296,16049128ea,0,4,0,0,1.0,2.0,29094600
733297,aef0b2771e,0,4,0,0,1.0,2.0,27606300
733298,8f6b352a9a,0,4,0,0,1.0,2.0,28563700
733300,4a986c3497,0,4,0,0,1.0,2.0,28578400
733301,d072e3eb8f,0,4,0,0,1.0,2.0,28913100
733302,65fdeafa6d,0,4,0,0,1.0,2.0,27695900
733303,777a640863,0,4,0,0,1.0,2.0,28411800
733304,63e4f454c8,0,4,0,0,1.0,2.0,31805200
733305,cd1f954871,0,4,0,0,1.0,2.0,28155100
733399,9e4f60b7e7,0,4,0,0,1.0,2.0,32924800
733400,60056eb2f4,0,4,0,0,1.0,2.0,28854800
733401,7083a8309f,0,4,0,0,1.0,2.0,30144400
733403,2b3b286ae2,0,4,0,0,1.0,2.0,29014800
733404,e4f3613a97,0,4,0,0,1.0,2.0,29092800
733405,aac09c7195,0,4,0,0,1.0,2.0,35865500
733406,e2655f3bb9,0,4,0,0,1.0,2.0,29009600
733407,d6c2a0ce94,0,4,0,0,1.0,2.0,29993800
733408,ea9c08c940,0,4,0,0,1.0,2.0,33825400
733409,b399591b3e,0,4,0,0,1.0,2.0,30155700
733410,1733a1f371,0,4,0,0,1.0,2.0,30495900
733411,19c2b5c12c,0,4,0,0,1.0,2.0,29349300
733412,173bf1f1c6,0,4,0,0,1.0,2.0,29404300
733413,009dbc5018,0,4,0,0,1.0,2.0,29169100
733414,c57ce42737,0,4,0,0,1.0,2.0,34482600
733415,86b4e32514,0,4,0,0,1.0,2.0,35356000
733416,4746ce676c,0,4,0,0,1.0,2.0,32347800
733417,9010cbf8c9,0,4,0,0,1.0,2.0,30786100
733418,81396da63f,0,4,0,0,3.0,2.0,51544500
733419,87ba915e38,0,4,0,0,3.0,2.0,53650700
733420,7d3c355de6,0,4,0,0,3.0,2.0,48999100
733421,a00902fd27,0,4,0,0,3.0,2.0,58103400
733422,b6c21cbcd3,0,4,0,0,3.0,2.0,57904600
733423,55f93db8d8,0,4,0,0,3.0,2.0,56669100
733425,14169ff070,0,4,0,0,1.0,2.0,34468200
733426,9ca34525a9,0,4,0,0,1.0,2.0,29040400
733427,492c4f5d02,0,4,0,0,1.0,2.0,28623600
733428,5ae60a05bf,0,4,0,0,1.0,2.0,28490300
733429,5038be46ed,0,4,0,0,1.0,2.0,28365200
733430,5882e99ce1,0,4,0,0,1.0,2.0,28123500
733431,35c529d7ea,0,4,0,0,1.0,2.0,28569100
733432,373e13b457,0,4,0,0,1.0,2.0,27826000
733433,3512435d4d,0,4,0,0,1.0,2.0,28768700
733434,fd2e06dc8f,0,4,0,0,1.0,2.0,32429500
733435,c330a13291,0,4,0,0,1.0,2.0,28583900
733436,cd2a2f53e0,0,4,0,0,1.0,2.0,30468300
733437,39c2047db1,0,4,0,0,1.0,2.0,30104100
733438,5718f130f8,0,4,0,0,3.0,2.0,48046200
733439,e2e9a04b6e,0,4,0,0,3.0,2.0,46633800
733440,d8ca7193b7,0,4,0,0,3.0,2.0,46629300
733441,b571123453,0,4,0,0,3.0,2.0,47763700
733444,589d98b222,0,4,0,0,1.0,2.0,28695000
733445,699e8526b0,0,4,0,0,1.0,2.0,27902500
733446,23ec7cc71e,0,4,0,0,1.0,2.0,27702100
733447,c5f9555ab1,0,4,0,0,1.0,2.0,27689700
733448,a40cedaa0f,0,4,0,0,1.0,2.0,28400400
733449,57de33603b,0,4,0,0,1.0,2.0,27638300
733451,9f939ac319,0,4,0,0,1.0,2.0,46302700
733452,cb14ab212e,0,4,0,0,1.0,2.0,30110500
733453,e18a15f6f7,0,4,0,0,1.0,2.0,29807100
733454,1971476075,0,4,0,0,1.0,2.0,34499700
733455,bbbe91d51f,0,4,0,0,1.0,2.0,27270700
733456,0968aed3f0,0,4,0,0,1.0,2.0,28257600
733457,10c102d0c3,0,4,0,0,1.0,2.0,29064500
733458,af55e8b125,0,4,0,0,1.0,2.0,27768000
733459,c0a9ebcb7a,0,4,0,0,1.0,2.0,28558300
733460,327c9e7832,0,4,0,0,1.0,2.0,27295800
733461,ec828a2cc9,0,4,0,0,1.0,2.0,28852300
733462,09483c128d,0,4,0,0,1.0,2.0,27869200
733463,f0be059e12,0,4,0,0,1.0,2.0,27800100
733464,44e0661b62,0,4,0,0,1.0,2.0,28468600
733465,cdeecbcbc2,0,4,0,0,1.0,2.0,32447100
733466,7550a1e76a,0,4,0,0,1.0,2.0,27961100
733467,83e6a45805,0,4,0,0,1.0,2.0,30284700
733469,b30cf9b489,0,4,0,0,1.0,2.0,31051300
733470,a9c1bec941,0,4,0,0,1.0,2.0,28787200
733471,d1ddc59072,0,4,0,0,1.0,2.0,31274400
733472,727b47a60e,0,4,0,0,1.0,2.0,31988900
733473,1718d1c1a2,0,4,0,0,1.0,2.0,28008800
733474,86bb794914,0,4,0,0,1.0,2.0,28307700
733475,13e9777840,0,4,0,0,1.0,2.0,29297700
733476,b9d1f367c5,0,4,0,0,1.0,2.0,27634300
733477,4c21a75c5e,0,4,0,0,1.0,2.0,27999700
733478,c58cb3c345,0,4,0,0,1.0,2.0,27959300
733479,d579cd3ee4,0,4,0,0,1.0,2.0,27973100
733480,b8ec1943a2,0,4,0,0,1.0,2.0,27488300
733481,6cad05cc04,0,4,0,0,1.0,2.0,27829100
733482,0bf166fba3,0,4,0,0,1.0,2.0,27348700
733483,6367d6b227,0,4,0,0,1.0,2.0,27540000
733484,f807d79c8f,0,4,0,0,1.0,2.0,27321800
733485,4c0d92d02f,0,4,0,0,1.0,2.0,28087700
733486,92315eefb8,0,4,0,0,1.0,2.0,30974900
733487,8e92122c25,0,4,0,0,1.0,2.0,27414100
733488,b88c7231ca,0,4,0,0,1.0,2.0,28067500
733489,a766921bb5,0,4,0,0,1.0,2.0,27983600
733490,07bee96ada,0,4,0,0,1.0,2.0,28421700
733491,f9fdb63592,0,4,0,0,1.0,2.0,27321000
733492,5858c2fdde,0,4,0,0,1.0,2.0,27240200
733493,4b78419e80,0,4,0,0,1.0,2.0,27506300
733494,64d5140faa,0,4,0,0,1.0,2.0,26973600
733495,4c33d11cf3,0,4,0,0,1.0,2.0,27690500
733496,06e5625b82,0,4,0,0,1.0,2.0,27238200
733497,90f29772d2,0,4,0,0,1.0,2.0,27530900
733498,d799574b78,0,4,0,0,1.0,2.0,27056100
733499,67f4bf4a61,0,4,0,0,1.0,2.0,27352800
733500,2a5d062523,0,4,0,0,1.0,2.0,27327100
733501,14f2a8cdd0,0,4,0,0,1.0,2.0,27798500
733502,62bec69ea0,0,4,0,0,1.0,2.0,27329700
733503,e21a213eaa,0,4,0,0,1.0,2.0,28228600
733504,d26307a7cd,0,4,0,0,1.0,2.0,30502600
733505,22bf114691,0,4,0,0,1.0,2.0,27709800
733506,430eb549c6,0,4,0,0,1.0,2.0,27452100
733507,b74761fcd4,0,4,0,0,1.0,2.0,27332100
733508,f8a8c967a1,0,4,0,0,1.0,2.0,27214300
733510,790063fca2,0,4,0,0,1.0,2.0,31455100
733511,c699203d30,0,4,0,0,1.0,2.0,29683700
733512,e718825c03,0,4,0,0,1.0,2.0,27963300
733513,ef175478af,0,4,0,0,1.0,2.0,27194400
733514,ff57ec0af7,0,4,0,0,1.0,2.0,27028500
733515,fead035eb1,0,4,0,0,1.0,2.0,28219100
733516,a004e02faf,0,4,0,0,1.0,2.0,27142800
733517,15713c06d7,0,4,0,0,1.0,2.0,27276800
733518,f068d73856,0,4,0,0,1.0,2.0,27387900
733519,9af8f99891,0,4,0,0,1.0,2.0,27001900
733520,2d34a18145,0,4,0,0,1.0,2.0,28677900
733521,4e6602a455,0,4,0,0,1.0,2.0,27542000
733522,9962171c38,0,4,0,0,1.0,2.0,30872600
733523,43acd9bbfd,0,4,0,0,1.0,2.0,29389300
733524,f6e56a9369,0,4,0,0,1.0,2.0,27389200
733525,94249f7a60,0,4,0,0,1.0,2.0,27458300
733526,c097cf331f,0,4,0,0,1.0,2.0,30648900
733527,97a05ed5a4,0,4,0,0,1.0,2.0,27051800
733528,a0e86aa7c9,0,4,0,0,1.0,2.0,27522700
733529,95a47278e4,0,4,0,0,1.0,2.0,27120500
733530,ceb6f0206d,0,4,0,0,1.0,2.0,27324700
733531,b1b9b1c209,0,4,0,0,1.0,2.0,27223200
733532,6d199525f4,0,4,0,0,1.0,2.0,27181500
733533,7363d95cfc,0,4,0,0,1.0,2.0,27494100
733534,c0ee4a080a,0,4,0,0,1.0,2.0,27467700
733536,bd9b3f8f1a,0,4,0,0,1.0,2.0,27614000
733537,94974efa9c,0,4,0,0,1.0,2.0,31454800
733538,c93ffb51fd,0,4,0,0,1.0,2.0,33164400
733539,a1ae95434a,0,4,0,0,1.0,2.0,27463000
733540,6aeebb5fa0,0,4,0,0,1.0,2.0,29846200
733541,9d1afda9ae,0,4,0,0,1.0,2.0,29594900
733542,54485d40c9,0,4,0,0,1.0,2.0,27198600
733543,60a0862934,0,4,0,0,1.0,2.0,27563700
733544,a3c157dafc,0,4,0,0,1.0,2.0,30842900
733545,0aca48bb6a,0,4,0,0,1.0,2.0,26963000
733546,8978fb4a65,0,4,0,0,1.0,2.0,27384300
733547,6e8e386eeb,0,4,0,0,1.0,2.0,27215200
733548,e80e3540ca,0,4,0,0,1.0,2.0,27153100
733549,15610fe743,0,4,0,0,1.0,2.0,27275900
733550,729bbb36bf,0,4,0,0,1.0,2.0,27637400
733551,115fded367,0,4,0,0,1.0,2.0,27244500
733552,cbb2e5bf70,0,4,0,0,1.0,2.0,29169600
733553,787a859a09,0,4,0,0,1.0,2.0,29516100
733554,583f8285bd,0,4,0,0,1.0,2.0,29498600
733555,fabe91810b,0,4,0,0,1.0,2.0,27682000
733556,b65b00943e,0,4,0,0,1.0,2.0,27851000
733557,2160167478,0,4,0,0,1.0,2.0,27423900
733558,6e1d2638a0,0,4,0,0,1.0,2.0,30851700
733559,f0dfcf8fe3,0,4,0,0,1.0,2.0,28996700
733560,236c348203,0,4,0,0,1.0,2.0,27769500
733561,60c1920cf4,0,4,0,0,1.0,2.0,30558800
733562,9166116339,0,4,0,0,1.0,2.0,27924700
733563,2fd6c80a9b,0,4,0,0,1.0,2.0,27186200
733564,b7f0feb0d2,0,4,0,0,3.0,2.0,45959200
733565,14608fa91a,0,4,0,0,3.0,2.0,47766900
733566,2dad5e7699,0,4,0,0,3.0,2.0,48051500
733567,fe4a1d371e,0,4,0,0,3.0,2.0,52867400
733568,2ae72936d1,0,4,0,0,3.0,2.0,46488500
733569,d14357adc8,0,4,0,0,3.0,2.0,47260800
733570,477236934f,0,4,0,0,3.0,2.0,47532400
733571,d7491b3085,0,4,0,0,3.0,2.0,50675100
733572,be870c767a,0,4,0,0,3.0,2.0,46967300
733573,13db61fd29,0,4,0,0,3.0,2.0,53375100
733574,55cae2539f,0,4,0,0,3.0,2.0,52598500
733575,9385c29a54,0,4,0,0,3.0,2.0,52672800
733576,e1c748d002,0,4,0,0,3.0,2.0,53893600
733577,fca27a8ae4,0,4,0,0,3.0,2.0,56069200
733578,e957326906,0,4,0,0,3.0,2.0,48440400
733579,2cf5d2c91d,0,4,0,0,3.0,2.0,56663100
733580,d9d6ef90ac,0,4,0,0,3.0,2.0,72335500
733581,e1321c3cf0,0,4,0,0,3.0,2.0,56212600
733583,60c6c9129b,0,4,0,0,1.0,2.0,30507000
733584,fe268de663,0,4,0,0,1.0,2.0,31856100
733585,a98bfae7b1,0,4,0,0,1.0,2.0,34457500
733586,bef8d6f3b6,0,4,0,0,1.0,2.0,27454500
733587,b3af5829d6,0,4,0,0,1.0,2.0,33337400
733588,ca2f48b320,0,4,0,0,1.0,2.0,30018300
733589,c6d1e5b533,0,4,0,0,1.0,2.0,29830900
733590,8e16b051b4,0,4,0,0,1.0,2.0,33619100
733591,fe712ffe82,0,4,0,0,1.0,2.0,28106700
733592,bf48fa5ecd,0,4,0,0,1.0,2.0,32024300
733593,b25bcfee59,0,4,0,0,1.0,2.0,36626600
733594,9c1af239e3,0,4,0,0,1.0,2.0,31498800
733595,70020f6e5a,0,4,0,0,1.0,2.0,33101800
733596,de0c5df1cf,0,4,0,0,1.0,2.0,34256900
733597,683f7e2c69,0,4,0,0,1.0,2.0,27873100
733598,efef9ee43e,0,4,0,0,1.0,2.0,28406600
733599,521802bd99,0,4,0,0,1.0,2.0,27475400
733600,195d02292c,0,4,0,0,1.0,2.0,27364300
733601,914c6aebe1,0,4,0,0,1.0,2.0,28377100
733602,a51b66f184,0,4,0,0,1.0,2.0,27157000
733604,d3977e1ba6,0,4,0,0,1.0,2.0,27652900
733605,4ad3613882,0,4,0,0,1.0,2.0,27732200
733606,d7d8368ab8,0,4,0,0,1.0,2.0,27106600
733607,b57570d2e2,0,4,0,0,1.0,2.0,27308300
733608,da19d278d5,0,4,0,0,1.0,2.0,28177800
733609,0f9db27d18,0,4,0,0,1.0,2.0,30469900
733610,9f2157ef15,0,4,0,0,1.0,2.0,28671400
733611,a7b9c5f601,0,4,0,0,1.0,2.0,29806700
733612,2b11063111,0,4,0,0,1.0,2.0,28645600
733613,4ef7d7d5e8,0,4,0,0,1.0,2.0,27681700
733614,2cbb5ad1c2,0,4,0,0,1.0,2.0,27241600
733615,3eebfc0fa5,0,4,0,0,1.0,2.0,27641600
733616,570d725b9d,0,4,0,0,1.0,2.0,27146800
733618,ea442fa5d0,0,4,0,0,1.0,2.0,30201500
733619,909e16aff5,0,4,0,0,1.0,2.0,28337700
733620,ffee9e02b4,0,4,0,0,1.0,2.0,28384400
733621,ad68944914,0,4,0,0,1.0,2.0,27481300
733622,dd4051c952,0,4,0,0,1.0,2.0,27372500
733624,e6413984de,0,4,0,0,1.0,2.0,27387400
733625,51889f7ce7,0,4,0,0,1.0,2.0,27405700
733626,17631c5cff,0,4,0,0,1.0,2.0,27530200
733627,f531ce67d2,0,4,0,0,1.0,2.0,33317600
733628,4804372ad5,0,4,0,0,1.0,2.0,31418900
733629,7a49475461,0,4,0,0,1.0,2.0,27590000
733630,9c9f05a6e0,0,4,0,0,1.0,2.0,27276200
733631,c579671e7d,0,4,0,0,1.0,2.0,27499700
733632,46a0ee8dcd,0,4,0,0,1.0,2.0,27240800
733633,5229f0cf45,0,4,0,0,1.0,2.0,27199900
733634,c65cbc9d33,0,4,0,0,1.0,2.0,27547100
733635,08a0cf8425,0,4,0,0,1.0,2.0,27862300
733636,a713da4f8b,0,4,0,0,1.0,2.0,27624800
733637,7726b945a5,0,4,0,0,1.0,2.0,27538600
733638,1110b333a1,0,4,0,0,1.0,2.0,27648900
733640,40b718302c,0,4,0,0,1.0,2.0,27542200
733641,b686e95821,0,4,0,0,1.0,2.0,27313600
733642,594c31e9ca,0,4,0,0,1.0,2.0,27883400
733643,cc9345eee2,0,4,0,0,1.0,2.0,28305000
733644,8873ae6b67,0,4,0,0,1.0,2.0,27468100
733645,6b62c916f9,0,4,0,0,1.0,2.0,29300900
733646,ea7a517161,0,4,0,0,1.0,2.0,31570400
733647,bf0d60eb8d,0,4,0,0,1.0,2.0,27954200
733648,8fa236703c,0,4,0,0,1.0,2.0,27575800
733649,22a2c95d0f,0,4,0,0,1.0,2.0,28857200
733650,cdb2cdde6f,0,4,0,0,1.0,2.0,29860200
733651,848c49e45f,0,4,0,0,1.0,2.0,27133000
733652,6b81083b7a,0,4,0,0,1.0,2.0,26978100
733653,64ba27c8a7,0,4,0,0,1.0,2.0,27340000
733654,93d73dc0f4,0,4,0,0,1.0,2.0,28238000
733655,a1ef255dde,0,4,0,0,1.0,2.0,27436100
733656,40af757c50,0,4,0,0,1.0,2.0,27212000
733657,c4b503ed75,0,4,0,0,1.0,2.0,28176800
733658,32a69a3d88,0,4,0,0,1.0,2.0,27582600
733659,105b99c5de,0,4,0,0,1.0,2.0,27553500
733660,b3f38132eb,0,4,0,0,1.0,2.0,27416500
733661,30d7edf54c,0,4,0,0,1.0,2.0,27033400
733662,6a3ea110d1,0,4,0,0,1.0,2.0,27465000
733663,dcf36796d0,0,4,0,0,1.0,2.0,29602400
733664,a1fa7a68e6,0,4,0,0,1.0,2.0,30485100
733665,d8b5968600,0,4,0,0,1.0,2.0,28015700
733666,e9f26cf0a3,0,4,0,0,1.0,2.0,27575500
733667,1fcfbdb173,0,4,0,0,1.0,2.0,27163300
733668,b375e0802c,0,4,0,0,1.0,2.0,27198700
733669,79fb943e39,0,4,0,0,1.0,2.0,27121400
733670,3fd1f3440b,0,4,0,0,1.0,2.0,27026300
733671,e1764a60a7,0,4,0,0,1.0,2.0,27703200
733672,e405424321,0,4,0,0,1.0,2.0,27490600
733673,661e3e84b0,0,4,0,0,1.0,2.0,27765000
733674,7b2d54759d,0,4,0,0,1.0,2.0,27073900
733675,9cf1aeec41,0,4,0,0,1.0,2.0,27394800
733676,97317d0d42,0,4,0,0,1.0,2.0,27113300
733677,6bd4825deb,0,4,0,0,1.0,2.0,27250700
733678,08d217c8a7,0,4,0,0,1.0,2.0,27540300
733679,b07dc5992a,0,4,0,0,1.0,2.0,27219200
733680,1b7dce0fd2,0,4,0,0,1.0,2.0,27386500
733681,31c004c1f4,0,4,0,0,1.0,2.0,29605800
733682,91b6548a97,0,4,0,0,1.0,2.0,30913300
733683,9dcfc7be8c,0,4,0,0,1.0,2.0,27425600
733684,f4424b043a,0,4,0,0,1.0,2.0,27447700
733685,a1932fe573,0,4,0,0,1.0,2.0,28632400
733686,956894a64a,0,4,0,0,1.0,2.0,27347900
733687,84c92cf406,0,4,0,0,1.0,2.0,27132800
733688,85ca4ea646,0,4,0,0,1.0,2.0,27436700
733689,d1f9ecb029,0,4,0,0,1.0,2.0,27654100
733690,e6b87e5d83,0,4,0,0,1.0,2.0,28298800
733691,f4ae3a9bd8,0,4,0,0,1.0,2.0,27362800
733692,09498a557b,0,4,0,0,1.0,2.0,27416700
733693,ba55f9ce25,0,4,0,0,1.0,2.0,27589400
733694,523ab5f33a,0,4,0,0,1.0,2.0,27534800
733695,8d69ea438c,0,4,0,0,1.0,2.0,28776600
733696,504160f0d2,0,4,0,0,1.0,2.0,28273400
733697,595273ee73,0,4,0,0,1.0,2.0,32105500
