,TX HASH,COINBASE,VERSION,VIN,VOUT,SHIELDEDSPEND,SHIELDEDOUT,NS
623816,d55ec022a8,0,4,0,1,1.0,0.0,12861500
623817,c187cc9dac,0,4,0,1,1.0,0.0,15000400
623824,1a3ef53901,0,4,1,0,0.0,1.0,22241900
623829,9efe8f218a,0,4,0,1,1.0,1.0,35304500
623856,8893cec548,0,4,0,2,1.0,1.0,30742800
623857,ecec0218dd,0,4,0,1,1.0,2.0,34952200
623868,b38a215112,0,4,0,1,1.0,0.0,22587000
623869,acd8a63dc2,0,4,0,1,2.0,0.0,34828100
623870,5a49a084c1,0,4,1,0,0.0,1.0,17171500
623873,0ab94101f7,0,4,2,0,0.0,1.0,13595300
623881,398ba2616b,0,4,1,0,1.0,1.0,30816900
623882,5fb195d68e,0,4,0,1,2.0,0.0,31715200
623891,cc2fb2b945,0,4,0,0,2.0,1.0,45354000
623909,d94fd9eb07,0,4,1,0,0.0,1.0,13237100
623999,bb44f086ad,0,4,0,0,1.0,1.0,37493500
624009,f44aab5baf,0,4,1,0,0.0,1.0,18821300
624012,1bc090b291,0,4,0,1,1.0,1.0,27773000
624017,e15c24fe34,0,4,0,0,1.0,1.0,47648700
624021,aa0183e550,0,4,0,0,1.0,1.0,36146300
624026,893986c60e,0,4,0,0,1.0,3.0,45529500
624032,637860a085,0,4,0,1,1.0,0.0,30822300
624038,45481992f9,0,4,0,1,1.0,0.0,29889500
624039,51eeb9fe8b,0,4,0,1,1.0,0.0,29564800
624064,5127fe3fc7,0,4,1,0,0.0,1.0,21352500
624067,805891a5df,0,4,1,0,0.0,1.0,23859100
624070,b453ce78f3,0,4,0,1,1.0,1.0,44274100
624075,3e0e01a18d,0,4,0,0,1.0,1.0,33361900
624082,5bc2526ab2,0,4,0,0,1.0,1.0,33378700
624086,3386196eb9,0,4,0,0,1.0,3.0,48960500
624093,036a72c692,0,4,0,0,1.0,1.0,30245800
624103,5e16e4d4be,0,4,0,0,1.0,3.0,47174800
624108,8abfc0e419,0,4,0,1,1.0,0.0,12696400
624109,935f93476c,0,4,0,1,1.0,0.0,11862900
624110,728205a70a,0,4,0,1,1.0,0.0,11233800
624137,e86f59b570,0,4,1,0,0.0,1.0,24727900
624139,ad1566c92c,0,4,0,0,1.0,1.0,37583400
624149,080094a847,0,4,0,1,1.0,0.0,14699300
624150,a5614bd469,0,4,0,0,2.0,1.0,44601200
624167,5630fabf79,0,4,0,1,1.0,1.0,41954800
624221,333cd87d7c,0,4,0,0,1.0,1.0,33683900
624226,9e8b154653,0,4,0,1,1.0,1.0,34264800
624232,b2a31ecc72,0,4,1,0,0.0,1.0,18709200
624243,4abd3ebdfb,0,4,0,0,1.0,3.0,56415100
624249,55107f2bec,0,4,0,1,2.0,0.0,37102000
624261,22322c7591,0,4,1,0,0.0,1.0,14621500
624264,c4dbb9c8fc,0,4,0,1,1.0,1.0,30703300
624283,48ce5847ad,0,4,0,1,1.0,0.0,24437900
624290,562c7f122e,0,4,0,0,1.0,1.0,60545300
624294,82fc27d941,0,4,0,0,1.0,3.0,89354800
624298,f133eff7b1,0,4,0,0,2.0,1.0,61103700
624383,6401cbb6ae,0,4,0,0,1.0,1.0,31393800
624388,9050b31cc9,0,4,0,1,1.0,1.0,30624500
624398,9157aa3e3b,0,4,0,0,1.0,1.0,31342900
624408,5f1e9eed39,0,4,0,0,1.0,1.0,37346400
624416,a17444b128,0,4,0,0,1.0,3.0,131347100
624420,3027ff799e,0,4,0,0,2.0,1.0,47406900
624430,485a288f0e,0,4,0,1,1.0,1.0,45477100
624436,01efbc4e62,0,4,0,0,1.0,1.0,68339000
624450,82b4914de7,0,4,0,1,2.0,0.0,87776400
624527,e9d1103b70,0,4,1,0,0.0,1.0,39428700
624917,5272434909,0,4,0,1,1.0,1.0,30802900
624960,9d654f2844,0,4,1,0,0.0,1.0,23735200
624962,6eb583bbae,0,4,0,0,1.0,1.0,80987500
624967,a6ff131479,0,4,0,0,1.0,3.0,62433900
624972,76a0c21469,0,4,0,1,2.0,0.0,28477600
624984,21bf135350,0,4,0,0,1.0,1.0,44305500
624990,9ba724af75,0,4,0,0,2.0,1.0,64451400
625023,7158ad5cad,0,4,0,0,2.0,1.0,42850600
625032,6d06303755,0,4,0,1,2.0,2.0,68647900
625043,d5798a7f45,0,4,1,0,1.0,1.0,31801400
625048,37e24d8b13,0,4,0,0,1.0,1.0,82249800
625053,c0b2fdb7ad,0,4,1,0,0.0,1.0,28079700
625055,7c76d8ed6d,0,4,0,1,1.0,1.0,146470300
625058,1ddf81667e,0,4,0,0,1.0,1.0,48066900
625061,e62c2ffdff,0,4,0,0,1.0,3.0,86898400
625087,40fcb48d43,0,4,1,0,0.0,1.0,15504500
625092,487806c0e6,0,4,0,0,1.0,1.0,29453800
625095,2b9fdc69a2,0,4,0,0,1.0,1.0,68182500
625098,8844dfb2f3,0,4,0,1,1.0,1.0,35097200
625100,3ab1739b6d,0,4,0,0,2.0,1.0,47449100
625104,4c574fda96,0,4,1,0,1.0,1.0,35738200
625108,c7aa016a18,0,4,0,2,2.0,1.0,41790400
625113,cdacc0b7f5,0,4,0,0,1.0,3.0,50070800
625116,030479e27d,0,4,2,0,0.0,1.0,13438800
625121,3c06ffedce,0,4,0,1,2.0,2.0,56696200
625136,703b50affc,0,4,0,1,2.0,0.0,35356800
625269,f2679b5b47,0,4,0,1,1.0,1.0,28031500
625272,f58810bbf5,0,4,0,0,1.0,2.0,42964700
625273,dd4cd37aeb,0,4,0,0,1.0,3.0,69071800
625275,04656b4818,0,4,0,2,2.0,1.0,43689400
625294,5bec19765b,0,4,0,0,1.0,2.0,41557300
625305,79ef14fa0b,0,4,0,1,1.0,0.0,20557600
625306,e26dbce904,0,4,0,1,1.0,0.0,14741500
625323,025eff8c38,0,4,1,0,0.0,1.0,14098700
625325,03983ac586,0,4,0,1,1.0,1.0,29678300
625329,58eafc9463,0,4,0,0,1.0,1.0,32604900
625335,439075b3c7,0,4,0,0,1.0,3.0,57141200
625340,e0497ca5c4,0,4,1,0,0.0,1.0,14866800
625341,1d0f90f85b,0,4,0,0,1.0,2.0,59448700
625344,fff8114e8a,0,4,1,0,1.0,1.0,45996300
625350,c4f4831a26,0,4,0,1,2.0,0.0,37321500
625370,f9ee2c119f,0,4,0,0,1.0,1.0,32192700
625374,9a0119c789,0,4,0,0,1.0,3.0,45868900
625378,6187776f20,0,4,0,0,2.0,1.0,36071600
625381,e51da4ccbe,0,4,1,0,1.0,1.0,33625000
625392,49954e8019,0,4,0,2,2.0,1.0,59515300
625398,262a7fea13,0,4,0,0,2.0,1.0,45685700
625406,0ab13894bb,0,4,0,1,1.0,0.0,19690100
625411,86bda4038c,0,4,0,0,1.0,1.0,42486600
625423,e94b69372c,0,4,0,1,2.0,0.0,43797200
625426,afe8e3024f,0,4,0,1,1.0,0.0,20200400
625427,166793848b,0,4,0,1,1.0,0.0,27744300
625431,1ef7b327fa,0,4,0,0,2.0,1.0,42711900
625435,dbdc8f9f74,0,4,0,1,2.0,2.0,54732700
625450,6bc7cecadd,0,4,0,0,1.0,1.0,29741400
625454,ed74caf5f1,0,4,1,0,1.0,1.0,36496600
625457,c46e4265d3,0,4,0,2,2.0,1.0,53676700
625460,c0da1f26ef,0,4,1,0,0.0,1.0,15742800
625463,13d3e4d121,0,4,0,1,1.0,1.0,49604700
625465,78ebfef9e4,0,4,2,0,0.0,1.0,16140300
625480,dfac9e0395,0,4,0,0,1.0,1.0,45204200
625484,376149571c,0,4,2,0,0.0,1.0,21688100
625490,255441fbcc,0,4,0,1,2.0,0.0,77798100
625494,ff49668f1c,0,4,1,0,0.0,2.0,33975500
625498,f227259cbf,0,4,0,1,2.0,0.0,35879800
625502,1417962e78,0,4,1,0,0.0,1.0,28168200
625509,6c1193c0c2,0,4,0,1,2.0,2.0,71616800
625849,56b075deb9,0,4,0,0,1.0,2.0,76404800
625854,16b8df6cc8,0,4,0,0,1.0,2.0,59409700
625891,7aa964b11f,0,4,0,0,1.0,1.0,46135300
625893,9905c16e77,0,4,0,0,1.0,2.0,67495400
625895,5d72684267,0,4,1,0,0.0,1.0,21822400
625896,861d78cc8d,0,4,1,0,0.0,1.0,21992000
625897,e64f3a6e6d,0,4,0,0,1.0,2.0,78719700
625898,e408a661a2,0,4,0,0,1.0,2.0,94969500
625904,d56c02b9a2,0,4,0,1,2.0,2.0,51419200
625906,de29eb4204,0,4,2,0,0.0,1.0,18664500
625957,cecf999189,0,4,0,0,2.0,2.0,61994000
626531,8ffa35f345,0,4,0,0,1.0,2.0,48417400
626634,7eb209b709,0,4,0,1,1.0,1.0,42049900
626793,aaa0b79028,0,4,0,0,1.0,3.0,129529100
627318,c038554957,0,4,0,0,1.0,3.0,144579700
627341,c7ba300515,0,4,0,0,3.0,2.0,105583100
627365,81e182cbd3,0,4,1,0,0.0,1.0,31771900
627367,e14cb8d85e,0,4,1,0,0.0,1.0,30965000
627369,1ce7cae0a1,0,4,0,0,1.0,2.0,76611800
627372,2dcd5c1e3b,0,4,0,0,1.0,3.0,106014200
627375,cbcf27b092,0,4,0,0,1.0,1.0,52325200
627376,dac376f166,0,4,0,0,3.0,1.0,124624400
627410,ab2784d630,0,4,0,0,1.0,3.0,58423800
627415,58483ffdab,0,4,0,0,1.0,2.0,45540800
627430,d13ae7c28a,0,4,120,0,0.0,1.0,36813200
627443,650e674d3a,0,4,0,0,5.0,2.0,149778000
627454,a20a207c20,0,4,1,0,0.0,1.0,29760400
627457,9b531d96c1,0,4,0,0,1.0,3.0,131358900
627459,2ac3b48eb2,0,4,0,0,1.0,3.0,95033500
627462,d8d21b0e37,0,4,1,0,0.0,1.0,30475500
627475,1ea863f2a0,0,4,0,0,1.0,1.0,43984500
627476,437a4a7b32,0,4,0,0,1.0,1.0,42576000
627481,ff41aff684,0,4,4,0,0.0,1.0,21342600
627482,5eb80ddd0d,0,4,0,0,1.0,2.0,67245300
627484,48371d357f,0,4,0,0,1.0,3.0,77006500
627486,00cbd03363,0,4,0,0,1.0,3.0,92944600
627493,6310654345,0,4,0,0,8.0,2.0,266111500
627554,9216692eb0,0,4,0,1,1.0,1.0,45786800
627557,502b3bb1aa,0,4,0,0,1.0,2.0,105309600
627651,4c1b8e0a03,0,4,1,0,0.0,1.0,14489700
627660,f07f20feed,0,4,1,0,0.0,1.0,15169700
627661,3d2918d16f,0,4,0,1,1.0,0.0,17353200
627665,962aa9d8d2,0,4,2,0,0.0,1.0,49890900
627695,244d1e973f,0,4,0,1,2.0,0.0,93888500
627740,6d08d9176f,0,4,0,1,1.0,0.0,33043400
627867,6afa7329da,0,4,2,0,0.0,1.0,26669400
627870,62c2e3b944,0,4,1,0,0.0,1.0,22230200
627871,927d5bf4a1,0,4,0,1,1.0,0.0,55716800
627877,f4c0341213,0,4,0,1,1.0,0.0,31919700
627931,35faadd049,0,4,1,0,0.0,1.0,30515700
628730,f84fe26dd3,0,4,0,0,1.0,2.0,80664400
628734,9a5403bdc8,0,4,232,0,0.0,1.0,26481800
628736,fec2ad3c93,0,4,0,0,1.0,2.0,82529100
628741,8e6543ecea,0,4,0,0,1.0,2.0,63571000
628745,cb9bf3d8b6,0,4,0,0,1.0,2.0,120765100
630875,cc2f9cb5cc,0,4,0,0,1.0,2.0,62100700
630893,34a66aa43d,0,4,0,0,1.0,3.0,119705800
630895,a1aef688fa,0,4,0,0,1.0,3.0,74850800
630955,3cbb5ce225,0,4,1,0,0.0,1.0,34513700
630957,241396ffdd,0,4,0,1,1.0,1.0,40124800
631605,8659878b35,0,4,0,0,1.0,2.0,44302200
631638,127aaedf32,0,4,2,0,0.0,1.0,25167700
631728,2bec459e8f,0,4,0,0,1.0,2.0,43097500
631769,978c7e58d7,0,4,1,0,0.0,1.0,23785400
631809,fb293b2673,0,4,0,0,1.0,2.0,50023800
632691,f1e77570e9,0,4,0,0,1.0,2.0,69353400
632716,cb770dd2ea,0,4,0,0,1.0,2.0,56080400
632740,5314240f3e,0,4,0,0,1.0,2.0,58350500
632742,7b576717cb,0,4,0,0,1.0,2.0,107189100
632743,06a2f8acbe,0,4,0,0,1.0,2.0,47282200
632746,c9d5333c4b,0,4,0,0,1.0,2.0,51250100
632751,1acdbd5494,0,4,0,0,1.0,2.0,45873700
632752,5eb695d607,0,4,0,0,1.0,2.0,44864100
633250,9c70550c30,0,4,0,0,1.0,2.0,39540400
633280,b7b9005fb5,0,4,0,0,1.0,2.0,78896700
633299,f23ad74a2f,0,4,0,0,1.0,2.0,56790400
633361,73ee0074dc,0,4,0,0,1.0,2.0,44697000
633362,e13eecf6ce,0,4,0,0,1.0,2.0,49370500
633370,1d3e6f142f,0,4,0,0,1.0,2.0,46247600
633373,3a4d3d6db8,0,4,0,0,1.0,2.0,58214600
633376,ba542f8a6f,0,4,0,0,1.0,2.0,50683700
633386,11d85855a6,0,4,0,0,1.0,2.0,57258000
633390,e50e441b3d,0,4,0,0,1.0,2.0,58658800
633391,61a1281728,0,4,0,0,1.0,2.0,147454100
633459,70edf672cd,0,4,0,0,1.0,2.0,119367500
633460,5f3b1c9202,0,4,0,0,1.0,2.0,100202900
633462,f37a8ad220,0,4,0,0,1.0,2.0,62696900
633463,2597ef6415,0,4,0,0,1.0,2.0,78139100
633467,b5a201c609,0,4,0,0,1.0,2.0,59473300
633468,fe35fb4bf7,0,4,0,0,1.0,2.0,76328800
633470,2ec5d9a736,0,4,0,0,1.0,2.0,108182900
633471,fe158e8856,0,4,0,0,1.0,2.0,66976400
633486,b7dfd93cc7,0,4,0,1,1.0,0.0,17394800
633490,788f131f48,0,4,0,1,1.0,0.0,15406100
633503,54736b57ec,0,4,0,0,1.0,2.0,108102100
633516,6628a22356,0,4,2,0,0.0,1.0,14419700
633521,7286c2fc7f,0,4,0,1,1.0,0.0,26002800
633534,d3746b4733,0,4,1,0,0.0,1.0,41508100
633592,19717d57fa,0,4,1,0,0.0,1.0,14297400
633593,33da407095,0,4,0,1,1.0,0.0,21530500
633601,02c3a61df7,0,4,1,0,0.0,1.0,14172100
633621,61b3c6602a,0,4,0,0,1.0,2.0,100023200
634126,27b480c5cb,0,4,0,0,1.0,1.0,102355900
634177,ef49ac7dca,0,4,0,0,1.0,2.0,71072400
634244,3a51817ea3,0,4,0,1,1.0,1.0,38137200
634287,4f39bfdca5,0,4,1,0,0.0,1.0,23249500
634292,3dae59a011,0,4,1,0,0.0,1.0,15079300
634299,4fa9a81cd0,0,4,4,0,0.0,1.0,19774400
634301,19772c69fd,0,4,0,1,2.0,0.0,53427300
634315,32d6eeeb60,0,4,0,1,1.0,0.0,21577200
634318,e645404b9b,0,4,1,0,0.0,1.0,16659800
634324,5b9d50578c,0,4,1,0,0.0,1.0,11319000
634353,054ddf0f12,0,4,2,0,0.0,1.0,46483600
634362,a2fec0da9b,0,4,1,0,0.0,1.0,34272200
634363,ce44a1ccdd,0,4,0,1,1.0,0.0,108584000
634383,a05e8dacd6,0,4,0,1,1.0,0.0,33703800
634388,da005a14be,0,4,1,0,0.0,1.0,45094000
634393,4efb7da32e,0,4,0,1,1.0,0.0,17965700
634412,3b8b0b279b,0,4,0,1,1.0,0.0,40072900
634491,2179aea28f,0,4,0,1,1.0,0.0,20204100
634657,6159004d66,0,4,3,0,0.0,1.0,31208800
634662,254ee73895,0,4,2,0,0.0,1.0,39150200
634668,49e090e6a2,0,4,0,1,2.0,0.0,53780300
634682,8d73938b16,0,4,0,1,2.0,0.0,33375400
634688,1b8a9fdfe4,0,4,0,1,1.0,0.0,20238100
634693,d5f4b73551,0,4,2,0,0.0,1.0,26577900
634699,079ad2e9db,0,4,0,1,1.0,1.0,45623700
634715,8beb39ee9e,0,4,2,0,0.0,1.0,16858200
634723,3531f1be7e,0,4,3,0,0.0,1.0,15120500
634724,9500c79cb6,0,4,0,1,1.0,0.0,17260000
634727,839b9c1d2c,0,4,1,0,0.0,1.0,24778300
634733,ce681cda99,0,4,0,1,2.0,0.0,47994000
634769,4cfff8b03f,0,4,4,0,0.0,1.0,38600700
634777,a40b67c0b6,0,4,3,0,0.0,1.0,14432300
634780,233f6d0fce,0,4,1,0,0.0,1.0,14631100
634790,76708529d0,0,4,0,1,1.0,1.0,32142300
634792,70b9dd82b4,0,4,0,1,1.0,1.0,30247300
634795,3f0a79c4b9,0,4,3,0,0.0,1.0,15342400
634812,b0f4bf56f4,0,4,1,0,0.0,1.0,12862600
634814,f275fc1b6c,0,4,0,1,3.0,0.0,47790500
635172,5a34905d30,0,4,0,1,1.0,1.0,35092900
635690,db0a3b3b8e,0,4,0,1,1.0,1.0,44280700
635706,84ab1cdb55,0,4,0,1,1.0,0.0,22520100
635726,09b10074c0,0,4,0,1,1.0,1.0,56146400
635729,f7794e6fdf,0,4,7,0,2.0,1.0,70322100
635730,cebfd67447,0,4,0,1,1.0,1.0,63423300
635731,1ea25ff5d1,0,4,0,1,2.0,1.0,64462400
635741,7dc2b6c667,0,4,0,0,1.0,2.0,48752300
635771,b1019fd021,0,4,0,0,1.0,2.0,63953300
635817,376e097cec,0,4,0,1,1.0,1.0,38465800
636346,454f5a7e69,0,4,1,0,0.0,1.0,16248200
636504,fc594c2952,0,4,0,1,1.0,1.0,31619400
636562,ea45c9fd09,0,4,3,0,0.0,1.0,19747100
636620,bae9128e9e,0,4,0,1,1.0,1.0,49018000
637066,b52eb6bb2f,0,4,0,1,1.0,1.0,26962800
637106,fbf1f6f3e8,0,4,0,1,1.0,1.0,35500400
637321,166c46bdac,0,4,0,0,1.0,2.0,62826500
637349,231f6e556c,0,4,0,1,1.0,1.0,27041300
637660,614fcabe09,0,4,1,0,0.0,1.0,13700600
637668,3844205ad2,0,4,1,0,0.0,1.0,18696700
637670,df6cf4f8f9,0,4,1,0,0.0,1.0,13870900
637671,9cd2db9120,0,4,0,1,1.0,0.0,16220500
637676,f50dfcf250,0,4,1,0,0.0,1.0,18178400
637679,e8b39de958,0,4,1,0,0.0,1.0,15791100
637683,2e8d2d3928,0,4,0,1,3.0,1.0,60703900
637685,840a10c785,0,4,2,0,0.0,1.0,14266900
637686,a23d3bb376,0,4,0,1,3.0,1.0,51509000
637688,4381b77a2a,0,4,1,0,0.0,1.0,16542400
637695,dfc7f48c90,0,4,0,1,2.0,1.0,62523600
637697,1563cc9bd6,0,4,0,1,1.0,1.0,61282200
637701,9eb4a99fd6,0,4,1,0,0.0,1.0,23855500
637702,681692017d,0,4,0,1,3.0,0.0,74433300
637706,d2df9ae743,0,4,1,0,0.0,1.0,18540500
637714,439307f6a5,0,4,1,0,0.0,1.0,21837700
637721,8ac4ec6bb7,0,4,0,1,1.0,1.0,36593700
637724,4312e6f3ab,0,4,0,1,1.0,1.0,34246300
637729,b478639ce0,0,4,2,0,0.0,1.0,17600600
637730,8bc02d0ed9,0,4,1,0,0.0,1.0,18760500
637731,4f403c35c2,0,4,0,1,1.0,1.0,35860700
637732,0e5dc1f492,0,4,0,1,1.0,1.0,40542700
637738,3adbffa06b,0,4,1,0,0.0,1.0,44951900
637739,4625c38dbc,0,4,0,1,1.0,1.0,43848600
637740,e5c1a5cf7e,0,4,0,1,1.0,1.0,23851000
637744,326e12c18d,0,4,1,0,0.0,1.0,23130300
637745,4458e5ff1c,0,4,0,1,1.0,1.0,42076400
637747,6c8b55101a,0,4,1,0,0.0,1.0,15246700
637748,96cddd029c,0,4,1,0,0.0,1.0,13135600
637749,6fa79b1a6d,0,4,0,1,1.0,1.0,39226200
637750,f4b2eab6e7,0,4,0,1,1.0,1.0,30425800
637753,9c543fe616,0,4,1,0,0.0,1.0,11556200
637759,4dec7138ea,0,4,2,0,0.0,1.0,17350400
637763,4880d05d8b,0,4,0,1,2.0,1.0,55292000
637767,e7009363cf,0,4,0,1,1.0,1.0,50451000
637769,c37bb0275b,0,4,3,0,0.0,1.0,35172700
637772,b176708bfa,0,4,0,1,1.0,1.0,99938500
637774,654c07782c,0,4,2,0,0.0,1.0,11292000
637777,9128db0a4d,0,4,1,0,0.0,1.0,23126000
637784,5c40fc43ba,0,4,3,0,0.0,1.0,22353700
637789,9c84c91f1a,0,4,1,0,0.0,1.0,19558000
637792,c1b7f19ddf,0,4,0,0,1.0,2.0,46076000
637793,ce67044bcd,0,4,0,0,1.0,2.0,53882100
637797,64307c1fc4,0,4,2,0,0.0,1.0,19425200
637798,11d391f4b8,0,4,0,1,1.0,1.0,30387200
637799,676ad2aeed,0,4,0,1,1.0,1.0,35553900
637801,e1408630c3,0,4,1,0,0.0,1.0,63228300
637802,4284728438,0,4,0,1,1.0,1.0,22740900
637810,d3504e06b9,0,4,1,0,0.0,1.0,42998400
637814,c692f90333,0,4,1,0,0.0,1.0,33269900
637825,f150b7faf9,0,4,0,1,1.0,1.0,35028100
637831,4f45ce49e5,0,4,0,1,4.0,1.0,61674700
637834,dc2bb61d93,0,4,1,0,0.0,1.0,10022000
637835,01de25d044,0,4,0,1,5.0,0.0,62641000
637836,edf6f3ce98,0,4,0,1,5.0,1.0,66181200
637839,6023687efc,0,4,1,0,0.0,1.0,42787800
637842,b684aed9e9,0,4,1,0,0.0,1.0,11215300
637846,51f5ca43af,0,4,2,0,0.0,1.0,11933200
637848,5dc054ed06,0,4,2,0,0.0,1.0,13670900
637852,5978af6d24,0,4,1,0,0.0,1.0,26727700
637854,76628e799d,0,4,1,0,0.0,1.0,17703500
637855,806f33f3d7,0,4,0,1,2.0,1.0,59071500
637857,efbcb3abf7,0,4,1,0,0.0,1.0,11245300
637859,44bd081b2e,0,4,1,0,0.0,1.0,19629300
637860,6ae8a4a058,0,4,0,1,1.0,0.0,17726300
637866,2a92fa4569,0,4,0,1,2.0,1.0,52041800
637868,5be78f01e4,0,4,0,1,1.0,1.0,23596800
637870,483318d8d6,0,4,0,1,1.0,0.0,12079700
637880,f840888257,0,4,1,0,0.0,1.0,12675800
637885,42e6cf7f84,0,4,0,1,1.0,1.0,40156100
637887,82f9130a28,0,4,1,0,0.0,1.0,25762300
637891,dfbbccdab9,0,4,1,0,0.0,1.0,15419500
637892,a569209d3f,0,4,0,1,1.0,1.0,23715000
637894,51faa4f6da,0,4,0,1,1.0,1.0,28000600
637897,35fd895ce3,0,4,2,0,0.0,1.0,10431300
637899,2785853fad,0,4,2,0,0.0,1.0,17676100
637901,b7857b4be9,0,4,0,1,1.0,1.0,39868000
637908,6884fed0c4,0,4,2,0,0.0,1.0,19972600
637909,c3481e11fc,0,4,0,1,2.0,1.0,41699200
637912,58fc8bdaca,0,4,0,1,2.0,1.0,49933200
637914,63cfc3bb84,0,4,2,0,0.0,1.0,17560900
637915,e4f187530c,0,4,0,1,1.0,1.0,26315700
637916,a70464dc85,0,4,0,1,1.0,1.0,24742400
637917,c102e1d69a,0,4,0,1,2.0,1.0,44527000
637927,8594518ba2,0,4,1,0,0.0,1.0,39294200
637930,229137f480,0,4,1,0,0.0,1.0,21238300
637931,150b348bfe,0,4,0,1,2.0,1.0,63490300
637935,23d3e707f1,0,4,1,0,0.0,1.0,14400800
637936,c07cde40e3,0,4,0,1,1.0,1.0,28339400
637937,82e1dff229,0,4,0,1,2.0,1.0,37532500
637939,995e0589ac,0,4,1,0,0.0,1.0,22142600
637941,a21db7b6b3,0,4,0,1,1.0,1.0,31551900
637946,b4746ccba2,0,4,0,1,1.0,1.0,68947900
637950,298c55da5b,0,4,1,0,0.0,1.0,11391900
637951,a887a4b500,0,4,0,1,1.0,0.0,11745300
637952,bb9f83fbfb,0,4,0,1,1.0,1.0,23524000
637954,1c2862254f,0,4,0,1,3.0,1.0,48869600
637956,46f5ec37ea,0,4,1,0,0.0,1.0,16123800
637958,12026e5302,0,4,0,1,1.0,1.0,24710100
637966,4998ccf046,0,4,0,1,1.0,1.0,37081900
637968,e6a6aeb625,0,4,0,1,4.0,1.0,63120200
637970,54aadd4fb9,0,4,0,1,1.0,1.0,23539600
637971,c622f23ce7,0,4,0,1,1.0,1.0,22326300
637975,d923dac6ca,0,4,0,1,1.0,1.0,21643000
637977,fe23e9df9b,0,4,4,0,0.0,1.0,23155300
637981,4837a96aba,0,4,0,1,1.0,1.0,40077300
637983,4ed54f05ae,0,4,0,1,1.0,1.0,34281100
637987,fd90aaf656,0,4,0,1,2.0,0.0,29157100
637988,7d198df5e2,0,4,0,1,3.0,1.0,50909700
637989,31fbb2ccf1,0,4,0,1,6.0,1.0,107705400
637993,135fd6d85e,0,4,0,1,1.0,1.0,31989400
637996,8dfe2cbe8f,0,4,0,1,1.0,1.0,22062000
637999,3bda5369a4,0,4,0,1,1.0,1.0,52393700
638001,0a066a1044,0,4,0,1,1.0,1.0,20269600
638002,ae00f8ef73,0,4,0,1,1.0,1.0,24122100
638004,c87ae10ac7,0,4,0,1,1.0,1.0,23531600
638009,c73fd08b12,0,4,0,1,1.0,1.0,34915700
638012,89086a72db,0,4,0,0,1.0,2.0,44664300
638014,1d67bde177,0,4,1,0,0.0,1.0,11240600
638015,75cc537e15,0,4,0,1,2.0,1.0,37150900
638016,9211f9439c,0,4,0,1,3.0,1.0,56168700
638020,c3bb8d678b,0,4,0,1,1.0,1.0,29810200
638022,0b51e87074,0,4,0,1,1.0,1.0,51805700
638025,159b166fa6,0,4,0,1,1.0,1.0,23375000
638030,3c18d49208,0,4,0,1,1.0,1.0,29384700
638032,0e070746d6,0,4,0,1,1.0,1.0,29536500
638035,981b6696bd,0,4,0,1,1.0,1.0,38330400
638039,293ff0b686,0,4,1,0,0.0,1.0,15807100
638043,581d90beb3,0,4,1,0,0.0,1.0,22911700
638044,6a2bb86b66,0,4,0,1,1.0,1.0,56512100
638045,24463deab9,0,4,0,1,1.0,1.0,22481500
638046,3a3f563931,0,4,0,1,1.0,1.0,23878800
638049,f90313547d,0,4,0,1,1.0,1.0,26075900
638052,ec51278a3e,0,4,0,1,1.0,1.0,22371400
638054,1111b254de,0,4,2,0,0.0,1.0,9356400
638058,9c84738672,0,4,0,1,1.0,1.0,40261100
638059,b19554f94e,0,4,0,1,1.0,1.0,38794500
638062,caa0cc6eef,0,4,3,0,0.0,1.0,20364300
638063,9b9f8c7262,0,4,0,1,1.0,1.0,25743300
638065,a3a65a0e8b,0,4,0,1,1.0,1.0,30234300
638067,ae3e7cfd7d,0,4,1,0,0.0,1.0,16047500
638068,d02bbfc6dd,0,4,0,1,1.0,1.0,48020500
638070,614d1c869d,0,4,0,1,1.0,1.0,36071600
638073,25f1d4a44d,0,4,0,1,1.0,1.0,33709700
638075,2cbe91bae6,0,4,0,1,1.0,1.0,40338400
638076,631070f1c5,0,4,0,1,1.0,1.0,22899500
638080,4eeabe2dd0,0,4,0,1,1.0,1.0,18751300
638083,3bac747e88,0,4,1,0,0.0,1.0,20922100
638085,30c4be5d68,0,4,0,1,1.0,1.0,38996000
638086,37ab239239,0,4,0,1,1.0,1.0,60785900
638089,3e12b713a9,0,4,0,1,2.0,1.0,65167400
638092,2461c56216,0,4,3,0,0.0,1.0,11945300
638096,893de3150a,0,4,0,1,1.0,1.0,32844000
638097,9820388de0,0,4,0,1,3.0,1.0,57679100
638099,21a9847031,0,4,0,1,1.0,1.0,22848700
638105,86edb6fba3,0,4,0,1,1.0,1.0,36340600
638110,9a2d4bd95e,0,4,0,1,1.0,1.0,43559700
638112,82b136ffd8,0,4,0,1,1.0,1.0,39685700
638116,3a12aaa690,0,4,0,1,1.0,1.0,20136800
638119,e14e1f61d4,0,4,0,1,1.0,1.0,30804700
638123,ff5099d991,0,4,0,1,1.0,1.0,56967600
638125,698d09e5ac,0,4,0,1,1.0,1.0,33582400
638127,fe1e725c32,0,4,0,1,1.0,1.0,38482500
638130,5f410ac832,0,4,0,1,1.0,1.0,31780800
638132,32cf2de112,0,4,0,1,1.0,1.0,44530700
638134,8b5fa46330,0,4,2,0,0.0,1.0,12474600
